speaker, data, score
V ICE CHAIRMAN DUDLEY,20100810,-0.5
MS. SMITH,20100810,0
MR. LUECKE,20100810,0
CHAIRMAN BERNANKE,20100921,-0.5
MR. WARSH,20100921,-0.5
MS. ROBERTSON,20100921,0
C HAIRMAN BERNANKE,20100921,0
MR . PLOSSER,20100921,0
MR. ENGLISH,20100921,-0.5
MR. PLOSSER,20100921,0.5
MR. LACKER,20100921,-0.5
CHAIR MAN BERNANKE,20100921,0
MR. EVANS,20100921,-0.5
MR . EVANS,20100921,0
MR. HOENIG,20100921,0.5
MR . SACK,20100921,-0.5
(TDF),20100921,0
MR. FISHER,20100921,-0.5
MR. FI SHER,20100921,0
MR. SACK,20100921,-0.5
MR . ROSENGREN,20100921,0
MR. BULLARD,20100921,-0.5
MR . BULLARD,20100921,0
MR. STOCKTON,20100921,-0.5
MR. SHEETS,20100921,0
MR. KOCHERLAKOTA,20100921,-0.5
MR . KOCHERLAKOTA,20100921,0
MR. ROSENGREN,20100921,-0.5
MS. PIANALTO,20100921,-0.5
MS. YELLEN,20100921,-0.5
MR . LOCKHART,20100921,-0.5
V ICE CHAIRMAN DUDLEY,20100921,-0.5
MS . DUKE,20100921,-0.5
MR . TARULLO,20100921,-0.5
MR . LACKER,20100921,0
MR . ENGLISH,20100921,-0.5
MS . PIANALTO,20100921,-0.5
MR . WARSH,20100921,-0.5
MS. DUKE,20100921,-0.5
MR . FISHER,20100921,0.5
VICE CHAIRMAN DUDLEY,20100921,-0.5
MR. LOCKHART,20100921,-0.5
MR. LUECKE,20100921,0
C HAIRMAN BERNANKE,20101103,-0.5
MS. YELLEN,20101103,-0.5
MR. FISHER,20101103,0.5
CHAIRMAN BERNANKE,20101103,-1
MR. HOENIG,20101103,0.5
VICE CHAIRMAN DUDLEY,20101103,-0.5
CH AIRMAN BERNANKE,20101103,0
MR. KOCHERLAKOTA,20101103,-0.5
MS. DUKE,20101103,0
MR . EVANS,20101103,0
MR. EVANS,20101103,-0.5
MR. LACKER,20101103,0.5
MR. PLOSSER,20101103,0.5
MS. SMITH,20101103,0
MR . SACK,20101103,-0.5
MR. WARSH,20101103,0.5
MR. SACK,20101103,0
MR. LOCKHART,20101103,-0.5
MR. ENGLISH,20101103,-0.5
MR . LOCKHART,20101103,0
MR. BULLARD,20101103,-0.5
MR. WILCOX,20101103,-0.5
MR. SHEETS,20101103,0
MS. W EINBACH,20101103,-0.5
MS. WEINBACH,20101103,0
MR. REIFSCHNEIDER,20101103,-0.5
MR. E VANS,20101103,0
NAIRU? MR. WILCOX,20101103,0
MR. TARULLO,20101103,0
MR. ROSENGREN,20101103,-0.5
MS. PIANALTO,20101103,-0.5
MR . FISHER,20101103,0
MR. MOORE,20101103,-0.5
MS. DANKER,20101103,-0.5
MS . DUKE,20101103,-0.5
MR . TARULLO,20101103,-0.5
MS . RASKIN,20101103,-0.5
V ICE CHAIRMAN DUDLEY,20101103,0
MR . ENGLISH,20101103,0
MR. LAC KER,20101103,0
MR . LACKER,20101103,0
MR . WILCOX,20101103,0
MR . MOORE,20101103,-0.5
MR . KOCHERLAKOTA,20101103,0.5
MR . BULLARD,20101103,-0.5
MS. D UKE,20101103,-0.5
MS. RASKIN,20101103,-0.5
MR. KOCHERLA KOTA,20101103,0
CHAIRMAN BE RNANKE,20101103,0
CHAIRMAN BERNANKE,20101214,0
MR. SACK,20101214,0
MR . FISHER,20101214,-0.5
MR. FISHER,20101214,-0.5
MR. S ACK,20101214,0
MR. LOCKHART,20101214,-0.5
MR. LACKER,20101214,-0.5
V ICE CHAIRMAN DUDLEY,20101214,0
VICE CHAIRMAN DUDLEY,20101214,-0.5
MR . LACKER,20101214,0.5
MR. BULLARD,20101214,-0.5
MR . SACK,20101214,0
FOMC. MR. BULLARD,20101214,0
MS . YELLEN,20101214,0
MR. ROSENGREN,20101214,-0.5
MR. SHEETS,20101214,0
MR. TARULLO,20101214,-0.5
MS. RASKIN,20101214,-0.5
MR. SH EETS,20101214,0
MR. PLOSSER,20101214,-0.5
MS. YELLEN,20101214,-0.5
MS. DANKER,20101214,0
MR. STOCKTON,20101214,0
MR. KOCHERLAKOTA,20101214,-0.5
C HAIRMAN BERNANKE,20101214,0
MS. PIANALTO,20101214,-0.5
MR. EVANS,20101214,-0.5
MR . EVANS,20101214,-0.5
MR . HOENIG,20101214,0.5
MR. MOORE,20101214,-0.5
CHAIRMAN BE RNANKE,20101214,0
MR. WARSH,20101214,0
MS. DUKE,20101214,-0.5
MR. ENGLISH,20101214,-0.5
MR . PLOSSER,20101214,0.5
MS . PIANALTO,20101214,-0.5
MR . MOORE,20101214,-0.5
MR . KOCHERLAKOTA,20101214,-0.5
B. CHAIRMAN BERNANKE,20101214,0
MS . RASKIN,20101214,-0.5
MS . DANKER,20101214,0
CHAIRMAN BERNANKE,20110126,-0.5
MR. BARRON,20110126,0
MS. YELLEN,20110126,-0.5
MS. DANKER,20110126,-0.5
MR. TARULLO,20110126,0
MR. EVANS,20110126,-0.5
MR. HOENIG,20110126,0.5
MR. LACKER,20110126,0.5
MR. FISHER,20110126,0.5
FOMC. CHAIRMAN BERNANKE,20110126,0
MR. SACK,20110126,0
VICE CHAIRMAN DUDLEY,20110126,-0.5
MR. STOCKTON,20110126,0
MR. FALLICK,20110126,0
M R. FABERMAN,20110126,-0.5
M S,20110126,-0.5
C HAIRMAN BERNANKE,20110126,0
MR. KOCHERLAKOTA,20110126,-0.5
NAIRU. MR. LACKER,20110126,0
MR. REIFSCHNEIDER,20110126,-0.5
MR. PLOSSER,20110126,0.5
MR. FABERMAN,20110126,0
MR. BULLARD,20110126,-0.5
MR. ENGLISH,20110126,-0.5
MS. REMACHE,20110126,0
MR. WARSH,20110126,-0.5
MR. LOCKHART,20110126,-0.5
MS. DUKE,20110126,-0.5
MR. KAMIN,20110126,0
MS. LIANG,20110126,0
MS. ZICKLER,20110126,0
MS. RASKIN,20110126,-0.5
MR. ROSENGREN,20110126,-0.5
MS. PIANALTO,20110126,-0.5
MR. MOORE,20110126,-0.5
PARTICIPANTS,20110126,0
MR.PLOSSER,20110126,0
MS. SMITH,20110126,0
CHAIRMAN BERNANKE,20110315,0
MR. TARULLO,20110315,-0.5
MR. FISHER,20110315,0.5
MR. WILLIAMS,20110315,-0.5
MR. SACK,20110315,0
MR. KOCHERLAKOTA,20110315,0.5
VICE CHAIRMAN DUDLEY,20110315,-0.5
FOMC. MR. FISHER,20110315,0
MR. BULLARD,20110315,0.5
MR. LACKER,20110315,0.5
MS. YELLEN,20110315,-0.5
MR. STOCKTON,20110315,0
MR. SHEETS,20110315,0
MR. EVANS,20110315,-0.5
MR. PLOSSER,20110315,0.5
MR. LOCKHART,20110315,0.5
MR. ROSENGREN,20110315,-0.5
MR. HOENIG,20110315,0.5
MS. PIANALTO,20110315,-0.5
MR. ENGLISH,20110315,-0.5
MS. DUKE,20110315,-0.5
MS. RASKIN,20110315,-0.5
B. VICE CHAIRMAN DUDLEY,20110315,0
PARTICIPANTS,20110315,0
PARTICIPANT,20110315,0
MR. LUECKE,20110315,0
MS. SMITH,20110315,0
FOMC. MR. LOCKHART,20110315,0
CHAIRMAN BERNANKE,20110427,0
MS. YELLEN,20110427,-0.5
MR. SACK,20110427,0
MR. LACKER,20110427,0.5
MR. BULLARD,20110427,-0.5
IOER? MR. SACK,20110427,0
MR. KOCHERLAKOTA,20110427,0.5
MR. ENGLISH,20110427,0
MR. PLOSSER,20110427,0.5
MR. FISHER,20110427,0.5
MS. DUKE,20110427,-0.5
MR. LOCKHART,20110427,-0.5
MR. NELSON,20110427,0
MR. TARULLO,20110427,-0.5
MR. HOENIG,20110427,0.5
VICE CHAIRMAN DUDLEY,20110427,-0.5
MR. WILLIAMS,20110427,-0.5
LSAS? CHAIRMAN BERNANKE,20110427,0
MS. PIANALTO,20110427,-0.5
MR. EVANS,20110427,-0.5
MR. ROSENGREN,20110427,-0.5
MS. RASKIN,20110427,-0.5
MS. DANKER,20110427,0
MR. WILCOX,20110427,-0.5
MR. SHEETS,20110427,0
MR. NATALUCCI,20110427,0
MR. WASCHER,20110427,0
NAI RU,20110427,-0.5
B. CHAIRMAN BERNANKE,20110427,0
CHAIRMAN BERNANKE,20110622,0
MS. YELLEN,20110622,-0.5
MR. DOTSEY,20110622,0
VICE CHAIRMAN DUDLEY,20110622,-0.5
MR. DEL NEGRO,20110622,0
MR. REIFSCHNEIDER,20110622,0
MR. WILLIAMS,20110622,-0.5
MR. PLOSSER,20110622,0.5
MR. KOCHERLAKOTA,20110622,0.5
MR. BULLARD,20110622,0
MR. EVANS,20110622,-0.5
MR. LACKER,20110622,0.5
MR. FISHER,20110622,-0.5
MS. RASKIN,20110622,-0.5
MR. ROSENGREN,20110622,-0.5
MR. TARULLO,20110622,-0.5
MS. PIANALTO,20110622,-0.5
MR. LOCKHART,20110622,-0.5
MR. HOENIG,20110622,0.5
MS. DUKE,20110622,-0.5
MR. SACK,20110622,-0.5
MR. SLIFMAN,20110622,-0.5
MS. WILSON,20110622,-0.5
MR. REEVE,20110622,0
MR. COVITZ,20110622,0
MR. CARPENTER,20110622,-0.5
MS. LIANG,20110622,0
PRESIDENT PLOSSER,20110622,0.5
MR. ENGLISH,20110622,-0.5
C? MR. ENGLISH,20110622,-0.5
MS. DANKER,20110622,0
CHAIRMAN BERNANKE,20110809,0
MS. YELLEN,20110809,-0.5
MR. WILCOX,20110809,-0.5
MR. HOENIG,20110809,0.5
MR. SACK,20110809,-0.5
MR. FISHER,20110809,0.5
VICE CHAIRMAN DUDLEY,20110809,-0.5
MR. BULLARD,20110809,0.5
MR. ENGLISH,20110809,-0.5
MR. KOCHERLAKOTA,20110809,0.5
MR. LEAHY,20110809,-0.5
MR. LOCKHART,20110809,-0.5
MR. WASCHER,20110809,-0.5
MR. PLOSSER,20110809,0.5
MR. REIFSCHNEIDER,20110809,0
MR. TARULLO,20110809,-0.5
MR. LACKER,20110809,0.5
MR. EVANS,20110809,-0.5
MR. ROSENGREN,20110809,-0.5
MS. PIANALTO,20110809,-0.5
MR. WILLIAMS,20110809,-0.5
MS. DUKE,20110809,-0.5
MS. RASKIN,20110809,-0.5
MS. SMITH,20110809,0
B. CHAIRMAN BERNANKE,20110809,0
PARTICIPANT,20110809,0
B? CHAIRMAN BERNANKE,20110809,0
MR FISHER,20110809,0
MR. LUECKE,20110809,0
B . CHAIRMAN BERNANKE,20110809,0
A. MS. YELLEN,20110809,0
A. MR. ENGLISH,20110809,0
A. CHAIRMAN BERNANKE,20110809,-0.5
CHAIRMAN BERNANKE,20110921,0
MS. YELLEN,20110921,-0.5
MS. GEORGE,20110921,-0.5
MR. SACK,20110921,-0.5
MR. PLOSSER,20110921,0.5
VICE CHAIRMAN DUDLEY,20110921,-0.5
MR. LACKER,20110921,0.5
TIPS? VICE CHAIRMAN DUDLEY,20110921,0
MR. FISHER,20110921,0.5
MR. KOCHERLAKOTA,20110921,0.5
MS. RASKIN,20110921,-0.5
MS. REMACHE,20110921,-0.5
IOER. MR. CARPENTER,20110921,0
MR. REIFSCHNEIDER,20110921,-0.5
MR. ROSENGREN,20110921,-0.5
MR. CARPENTER,20110921,0
MR. ENGLISH,20110921,-0.5
MR. BULLARD,20110921,-0.5
MS. PIANALTO,20110921,-0.5
C HAIRMAN BERNANKE,20110921,0
M R. PLOSSER,20110921,0
V ICE CHAIRMAN DUDLEY,20110921,0
MR. EVANS,20110921,-0.5
M R. KOCHERLAKOTA,20110921,-0.5
CHAI RMAN BERNANKE,20110921,0
MR. LOCKHART,20110921,-0.5
MR. WILLIAMS,20110921,-0.5
MR.TARULLO,20110921,0
MS. DUKE,20110921,-0.5
MR. TARULLO,20110921,-0.5
MR. SLIFMAN,20110921,-0.5
MR. KAMIN,20110921,-0.5
U.S.? MR. SLIFMAN,20110921,0
U.S,20110921,-0.5
IO ER. MR. CARPENTER,20110921,0
B. CHAIRMAN BERNANKE,20110921,0
C. CHAIRMAN BERNANKE,20110921,0
B. CHAIRMAN BERNANKE,20110921,0
B. MR. TARULLO,20110921,0
MS. ROBERTSON,20110921,0
MS. DANKER,20110921,-0.5
SEVERAL,20110921,0
CHAIRMAN BERNANKE,20111102,-0.5
MS. YELLEN,20111102,-0.5
MS. GEORGE,20111102,0.5
MR. FISHER,20111102,0.5
MR. BULLARD,20111102,-0.5
MR. TARULLO,20111102,-0.5
MR. WILCOX,20111102,-0.5
MR. KILEY,20111102,-0.5
MR. LACKER,20111102,0.5
DNA. MR. LACKER,20111102,0
NAIRU? MR. KILEY,20111102,0
MR. REIFSCHNEIDER,20111102,0
MS. RASKIN,20111102,-0.5
VICE CHAIRMAN DUDLEY,20111102,-0.5
MR. KOCHERLAKOTA,20111102,-0.5
MR. PLOSSER,20111102,0.5
MR. EVANS,20111102,-0.5
MR. ROSENGREN,20111102,-0.5
MR. LOCKHART,20111102,-0.5
MS. PIANALTO,20111102,-0.5
MR. WILLIAMS,20111102,-0.5
MS. DUKE,20111102,-0.5
MR. SACK,20111102,0
MR. KAMIN,20111102,-0.5
MS. LEONARD,20111102,-0.5
MS. MESTER,20111102,0
MS. LIANG,20111102,0
B. MR. PLOSSER,20111102,0
A. CHAIRMAN BERNANKE,20111102,0
MR. ENGLISH,20111102,-0.5
B. CHAIRMAN BERNANKE,20111102,0
PARTICIPANT,20111102,0
MS. DANKER,20111102,0
CHAIRMAN BERNANKE,20111213,0
MS. YELLEN,20111213,-0.5
MR. SACK,20111213,-0.5
MR. LACKER,20111213,-0.5
MR. FISHER,20111213,0.5
MR. PLOSSER,20111213,0.5
MR. KAMIN,20111213,-0.5
MR. WILCOX,20111213,-0.5
VICE CHAIRMAN DUDLEY,20111213,-0.5
MR. LOCKHART,20111213,-0.5
MR. PALUMBO,20111213,0
MR. WASCHER,20111213,0
MR. BULLARD,20111213,-0.5
MR. WILLIAMS,20111213,-0.5
MR. ROSENGREN,20111213,-0.5
MR. EVANS,20111213,-0.5
MS. PIANALTO,20111213,-0.5
MS. GEORGE,20111213,-0.5
MR. KOCHERLAKOTA,20111213,-0.5
MS. DUKE,20111213,-0.5
MR. TARULLO,20111213,-0.5
MS. RASKIN,20111213,-0.5
MR. ENGLISH,20111213,-0.5
FOMC. MR. ENGLISH,20111213,-0.5
MS. DANKER,20111213,0
MR. KRANE,20111213,0
CHAIRMAN BERNANKE,20120125,0
MR. DUCA,20120125,0
MR. HAUGHWOUT,20120125,0
MR. COOPER,20120125,0
(PSID),20120125,0
MS. RASKIN,20120125,-0.5
MR. ROSENGREN,20120125,-0.5
VICE CHAIRMAN DUDLEY,20120125,-0.5
MR. WILLIAMS,20120125,-0.5
MR. REIFSCHNEIDER,20120125,0
MR. LOCKHART,20120125,-0.5
MR. PLOSSER,20120125,0.5
MR. WILCOX,20120125,0
MR. KOCHERLAKOTA,20120125,-0.5
MS. PIANALTO,20120125,-0.5
MR. BULLARD,20120125,-0.5
MS. YELLEN,20120125,-0.5
MS. DANKER,20120125,-0.5
MR. SACK,20120125,0
MR. LACKER,20120125,0.5
MR. TARULLO,20120125,-0.5
LTR O? MR. SACK,20120125,0
MR. KAMIN,20120125,0
MR. FISHER,20120125,0.5
MR. REEVE,20120125,-0.5
ECB. MR. LOCKHART,20120125,0
MS. LIANG,20120125,0
SOMA. CHAIRMAN BERNANKE,20120125,0
MR. ENGEN,20120125,-0.5
MR. GALLIN,20120125,0
MS. ZICKLER,20120125,0
SEC. MR. FISHER,20120125,0
MR. EVANS,20120125,-0.5
MS. DUKE,20120125,-0.5
MR. BERNANKE,20120125,-0.5
PARTICIPANTS,20120125,0
MR. ENGLISH,20120125,-0.5
MS. GEORGE,20120125,0.5
MR. LUECKE,20120125,0
MBS. MR. EVANS,20120125,0
MBS. MR. SACK,20120125,0
A? MR. ENGLISH,20120125,-0.5
)? MR. LACKER,20120125,0
SEP. CHAIRMAN BERNANKE,20120125,0
CHAIRMAN BERNANKE,20120313,-0.5
MR. SACK,20120313,0
MR. LACKER,20120313,-0.5
VICE CHAIRMAN DUDLEY,20120313,-0.5
MR. FISHER,20120313,-0.5
MR. BULLARD,20120313,0.5
MR. WILLIAMS,20120313,-0.5
MR. ENGLISH,20120313,-0.5
MS. YELLEN,20120313,-0.5
MR. WASCHER,20120313,0
MR. KAMIN,20120313,0
MR. LOCKHART,20120313,-0.5
MR. EVANS,20120313,-0.5
MR. REIFSCHNEIDER,20120313,0
MR. PLOSSER,20120313,0.5
MR. KOCHERLAKOTA,20120313,0.5
MR. ROSENGREN,20120313,-0.5
U.S. GDP,20120313,0
MS. PIANALTO,20120313,-0.5
MS. GEORGE,20120313,0.5
MS. DUKE,20120313,-0.5
MR. TARULLO,20120313,-0.5
MS. RASKIN,20120313,-0.5
MR. KILEY,20120313,-0.5
A. CHAIRMAN BERNANKE,20120313,0
MS. DANKER,20120313,0
CHAIRMAN BERNANKE,20120425,0
MR. LAUBACH,20120425,0
MR. FISHER,20120425,0.5
VICE CHAIRMAN DUDLEY,20120425,-0.5
MR. LACKER,20120425,0.5
MR. EVANS,20120425,-0.5
MR. BULLARD,20120425,0.5
MR. ROSENGREN,20120425,-0.5
MR. TARULLO,20120425,-0.5
MR. KOCHERLAKOTA,20120425,0.5
MS. DUKE,20120425,-0.5
MR. SACK,20120425,0
MR. PLOSSER,20120425,0.5
MR. LOCKHART,20120425,-0.5
MR. WILCOX,20120425,0
MR. KAMIN,20120425,0
MS. LIANG,20120425,0
MS. WEINBACH,20120425,0
MR. REIFSCHNEIDER,20120425,0
MS. GEORGE,20120425,-0.5
MR. EICHNER,20120425,0
MS. PIANALTO,20120425,-0.5
MR. WILLIAMS,20120425,-0.5
MS. YELLEN,20120425,-0.5
MR. DUDLEY,20120425,0
MS. RASKIN,20120425,-0.5
MR. ENGLISH,20120425,-0.5
A. MR. ENGLISH,20120425,0
I? CHAIRMAN BERNANKE,20120425,0
B? MR. TARULLO,20120425,0
MEP. VICE CHAIRMAN DUDLEY,20120425,0
MEP. CHAIRMAN BERNANKE,20120425,-0.5
SEP. MR. TARULLO,20120425,0
MS. DANKER,20120425,-0.5
CHAIRMAN BERNANKE,20120620,0
VICE CHAIRMAN DUDLEY,20120620,-0.5
MR. FISHER,20120620,0.5
MS. YELLEN,20120620,-0.5
MR. KOCHERLAKOTA,20120620,0.5
MR. BULLARD,20120620,0.5
MR. PLOSSER,20120620,-0.5
MR. LACKER,20120620,0.5
MR. LOCKHART,20120620,-0.5
MS. GEORGE,20120620,0.5
MR. WILLIAMS,20120620,-0.5
MS. PIANALTO,20120620,-0.5
MS. DUKE,20120620,-0.5
MR. TARULLO,20120620,-0.5
MR. ROSENGREN,20120620,-0.5
MR. EVANS,20120620,-0.5
MR. REIFSCHNEIDER,20120620,0
MR. WILCOX,20120620,0
MR. SACK,20120620,-0.5
MEP? MR. SACK,20120620,0
MR. BOWMAN,20120620,-0.5
MR. LEBOW,20120620,-0.5
MR. PALUMBO,20120620,0
MS. MEADE,20120620,-0.5
MR. KAMIN,20120620,-0.5
MR. ENGLISH,20120620,-0.5
MS. RASKIN,20120620,-0.5
MS. LIANG,20120620,0
MR. ALVAREZ,20120620,0
II OLA,20120620,-0.5
MR. STEIN,20120620,-0.5
MR. POWELL,20120620,-0.5
). MR. TARULLO,20120620,0
). MR. KOCHERLAKOTA,20120620,0
MR. KOCHERLOKTA,20120620,0
MS. DANKER,20120620,0
CHAIRMAN BERNANKE,20120801,0
MR. FAUST,20120801,-0.5
MR. LACKER,20120801,0.5
MR. REIFSCHNEIDER,20120801,-0.5
MR. PLOSSER,20120801,0.5
MR. EVANS,20120801,-0.5
MR. BULLARD,20120801,-0.5
MR. FISHER,20120801,0.5
MR. WILLIAMS,20120801,-0.5
MS. YELLEN,20120801,-0.5
MR. KOCHERLAKOTA,20120801,-0.5
MR. POTTER,20120801,-0.5
(SOMA),20120801,-0.5
MS. LOGAN,20120801,0
VICE CHAIRMAN DUDLEY,20120801,-0.5
MR. CARPENTER,20120801,0
MR. ENGLISH,20120801,-0.5
MS. DUKE,20120801,-0.5
MS. PIANALTO,20120801,-0.5
MR. WILCOX,20120801,0
MR. KAMIN,20120801,-0.5
MR. LOCKHART,20120801,-0.5
MR. TARULLO,20120801,-0.5
MR. ROSENGREN,20120801,-0.5
MS. GEORGE,20120801,-0.5
MS. RASKIN,20120801,-0.5
MR. STEIN,20120801,-0.5
MR. POWELL,20120801,-0.5
MR. KILEY,20120801,0
MEP. MR. FISHER,20120801,0
B. CHAIRMAN BERNANKE,20120801,0
MS. DANKER,20120801,0
MR. DUDLEY,20120801,0
CHAIRMAN BERNANKE,20120913,-0.5
VICE CHAIRMAN DUDLEY,20120913,-0.5
MR. CARPENTER,20120913,-0.5
MS. EZER,20120913,0
MR. PLOSSER,20120913,1
MR. REIFSCHNEIDER,20120913,0
MR. FISHER,20120913,0.5
MR. LOCKHART,20120913,-0.5
MR. BULLARD,20120913,0.5
MR. POTTER,20120913,0
MR. LACKER,20120913,0.5
MR. WUERFFEL,20120913,0
MS. LOGAN,20120913,-0.5
MR. WILCOX,20120913,-0.5
MR. KAMIN,20120913,0
MR. LEHNERT,20120913,0
MR. NELSON,20120913,-0.5
MR. WASCHER,20120913,0
GDP. MR. LACKER,20120913,0
MS. GEORGE,20120913,0.5
MR. ROSENGREN,20120913,-0.5
MS. LIANG,20120913,0
C? CHAIRMAN BERNANKE,20120913,0
MR. KOCHERLAKOTA,20120913,-0.5
MR. EVANS,20120913,-0.5
PARTICIPANTS,20120913,0
MR. WILLIAMS,20120913,-0.5
MS. PIANALTO,20120913,-0.5
MS. DANKER,20120913,0
MS. YELLEN,20120913,-0.5
MS. DUKE,20120913,-0.5
MS. RASKIN,20120913,-0.5
MR. TARULLO,20120913,-0.5
MR. STEIN,20120913,-0.5
MR. POWELL,20120913,-0.5
PARTICIPANT,20120913,0
MR. ENGLISH,20120913,-0.5
CUSIP? MS. LOGAN,20120913,0
MBS. MR. PLOSSER,20120913,0
MBS? MS. DUKE,20120913,0
GOVERNOR YELLEN,20120913,0
MR BULLARD,20120913,0
TIPS. MS. LOGAN,20120913,0
MBS. MR. POTTER,20120913,0
MR.STEIN,20120913,0
CHAIRMAN BERNANKE,20121024,0
MR. WILLIAMS,20121024,-0.5
MR. EVANS,20121024,-0.5
MR. ENGEN,20121024,0
MR. BULLARD,20121024,-0.5
MR. WILCOX,20121024,-0.5
MR ENGEN,20121024,0
MR. PLOSSER,20121024,0.5
MR. TARULLO,20121024,-0.5
MR. LACKER,20121024,0.5
MR. KOCHERLAKOTA,20121024,-0.5
MR. STEIN,20121024,-0.5
MR. FISHER,20121024,0.5
MR. ROSENGREN,20121024,-0.5
MR. LOCKHART,20121024,-0.5
MS. GEORGE,20121024,-0.5
MS. PIANALTO,20121024,-0.5
PARTICIPANT,20121024,0
VICE CHAIRMAN DUDLEY,20121024,-0.5
MS. YELLEN,20121024,-0.5
MS. DUKE,20121024,-0.5
MS. RASKIN,20121024,-0.5
MR. POWELL,20121024,-0.5
MR. POTTER,20121024,-0.5
MBS LSAP,20121024,0
MR. KAMIN,20121024,0
MR. WASCHER,20121024,0
MR. ENGLISH,20121024,-0.5
B? MR. ENGLISH,20121024,-0.5
PARTICIPANTS,20121024,0
MS. DANKER,20121024,0
MR. RUDD,20121024,0
A. MS. YELLEN,20121024,0
D. MR. TARULLO,20121024,0
CHAIRMAN BERNANKE,20121212,0
MR. POTTER,20121212,0
MR. KOCHERLAKOTA,20121212,-0.5
MS. PIANALTO,20121212,0.5
MR. BULLARD,20121212,-0.5
MR. POWELL,20121212,-0.5
MR. LACKER,20121212,1
MR. FISHER,20121212,0.5
MS. IHRIG,20121212,0
MS. REMACHE,20121212,0
MS. DUKE,20121212,0.5
VICE CHAIRMAN DUDLEY,20121212,-0.5
MS. RASKIN,20121212,-0.5
MR. REIFSCHNEIDER,20121212,0
MR. WILCOX,20121212,-0.5
MR. PLOSSER,20121212,0.5
MR. ENGLISH,20121212,-0.5
MR. ROSENGREN,20121212,-0.5
MBS. CHAIRMAN BERNANKE,20121212,0
MR. KAMIN,20121212,-0.5
MR. KILEY,20121212,0
MS. ROUSH,20121212,-0.5
MS. YELLEN,20121212,-0.5
MR. TARULLO,20121212,-0.5
MR. GALLIN,20121212,0
MS. DANKER,20121212,0
MR. KOCOHERLAKOTA,20121212,0
MS. GEORGE,20121212,0.5
MR. WILLIAMS,20121212,-0.5
MR. LOCKHART,20121212,-0.5
MR. EVANS,20121212,-0.5
MR. STEIN,20121212,-0.5
SEP? MR. ENGLISH,20121212,0
SDS? CHAIRMAN BERNANKE,20121212,0
MS. LOGAN,20121212,0
CHAIRMAN BERNANKE,20130130,0
MS. YELLEN,20130130,-0.5
MS. DANKER,20130130,0
VICE CHAIRMAN DUDLEY,20130130,-0.5
MR. POTTER,20130130,0
MR. FISHER,20130130,0.5
MR. ALVAREZ,20130130,0
MR. LOCKHART,20130130,-0.5
MR. KOCHERLAKOTA,20130130,-0.5
MR. ENGLISH,20130130,0
MS. DUKE,20130130,-0.5
MR. TARULLO,20130130,-0.5
MS. PIANALTO,20130130,-0.5
MR. PLOSSER,20130130,-0.5
MR. BULLARD,20130130,-0.5
MR. EVANS,20130130,-0.5
MR. ENGEN,20130130,0
MS. WILSON,20130130,0
MR. LACKER,20130130,0.5
MR. WILCOX,20130130,0
MR. REIFSCHNEIDER,20130130,-0.5
MR. KAMIN,20130130,-0.5
MS. RASKIN,20130130,-0.5
MR. WILLIAMS,20130130,-0.5
MR. ROSENGREN,20130130,-0.5
MS. GEORGE,20130130,0.5
MR. STEIN,20130130,0.5
MR. POWELL,20130130,0.5
MS. TEVLIN,20130130,0
SEP. MR. ROSENGREN,20130130,0
CHAIRMAN BERNANKE,20130320,0
MS. RASKIN,20130320,-0.5
MR. ENGLISH,20130320,0
MR. ALVAREZ,20130320,0
MR. TARULLO,20130320,-0.5
MR. POTTER,20130320,0
MS. LOGAN,20130320,0
MR. KOCHERLAKOTA,20130320,-0.5
MR. FISHER,20130320,0.5
MR. WILCOX,20130320,0
MR. KAMIN,20130320,0
MS. LIANG,20130320,0
MR. PLOSSER,20130320,0.5
MR. BASSETT,20130320,0
VICE CHAIRMAN DUDLEY,20130320,-0.5
MR. ROSENGREN,20130320,-0.5
MR. EVANS,20130320,-0.5
MR. WILLIAMS,20130320,-0.5
MR. REIFSCHNEIDER,20130320,0
MR. LACKER,20130320,0.5
MR. BULLARD,20130320,-0.5
MR. POWELL,20130320,0.5
MS. PIANALTO,20130320,0.5
MR. LOCKHART,20130320,-0.5
MS. GEORGE,20130320,0.5
MS. YELLEN,20130320,-0.5
MS. DUKE,20130320,0.5
MR. STEIN,20130320,0.5
MR. PALUMBO,20130320,0
MR. LEBOW,20130320,0
MS. WEI,20130320,0
MR. FAUST,20130320,-0.5
(IOER),20130320,-0.5
MR. LAUBACH,20130320,0
MR LACKER,20130320,0
MBS? CHAIRMAN BERNANKE,20130320,0
MS. DANKER,20130320,0
CHAIRMAN BERNANKE,20130501,0
MR. POTTER,20130501,0
MR. LACKER,20130501,0.5
MR. KAMIN,20130501,-0.5
MR. FISHER,20130501,0.5
MR. WASCHER,20130501,0
MR. BULLARD,20130501,-0.5
MR. REIFSCHNEIDER,20130501,-0.5
MR. EVANS,20130501,-0.5
MR. KOCHERLAKOTA,20130501,-0.5
MR. CLOUSE,20130501,0
MR. LOCKHART,20130501,-0.5
MR. ROSENGREN,20130501,-0.5
MR. WILLIAMS,20130501,-0.5
MR. PLOSSER,20130501,0.5
MS. PIANALTO,20130501,0.5
MS. GEORGE,20130501,0.5
VICE CHAIRMAN DUDLEY,20130501,-0.5
MS. YELLEN,20130501,-0.5
MS. DUKE,20130501,-0.5
MR. TARULLO,20130501,-0.5
MS. RASKIN,20130501,-0.5
